a1hhid_combined,b1plot_type_2018_1,b1soil_type_2018_1,b1plot_size_2015_1,b1plot_size_2018_1,b1plot_status_2018_1,b1operation_stat_2018_1,b1landname_new_1,b1plot_type_2018_2,b1soil_type_2018_2,b1plot_size_2015_2,b1plot_size_2018_2,b1plot_status_2018_2,b1operation_stat_2018_2,b1landname_new_2,b1plot_type_2018_3,b1soil_type_2018_3,b1plot_size_2015_3,b1plot_size_2018_3,b1plot_status_2018_3,b1operation_stat_2018_3,b1landname_new_3,b1plot_type_2018_4,b1soil_type_2018_4,b1plot_size_2015_4,b1plot_size_2018_4,b1plot_status_2018_4,b1operation_stat_2018_4,b1landname_new_4,b1plot_type_2018_5,b1soil_type_2018_5,b1plot_size_2015_5,b1plot_size_2018_5,b1plot_status_2018_5,b1operation_stat_2018_5,b1landname_new_5,b1plot_type_2018_6,b1soil_type_2018_6,b1plot_size_2015_6,b1plot_size_2018_6,b1plot_status_2018_6,b1operation_stat_2018_6,b1landname_new_6,b1plot_type_2018_7,b1soil_type_2018_7,b1plot_size_2015_7,b1plot_size_2018_7,b1plot_status_2018_7,b1operation_stat_2018_7,b1landname_new_7,b1plot_type_2018_8,b1soil_type_2018_8,b1plot_size_2015_8,b1plot_size_2018_8,b1plot_status_2018_8,b1operation_stat_2018_8,b1landname_new_8,b1plot_type_2018_9,b1soil_type_2018_9,b1plot_size_2015_9,b1plot_size_2018_9,b1plot_status_2018_9,b1operation_stat_2018_9,b1landname_new_9,b1plot_type_2018_10,b1soil_type_2018_10,b1plot_size_2015_10,b1plot_size_2018_10,b1plot_status_2018_10,b1operation_stat_2018_10,b1landname_new_10,b1plot_type_2018_11,b1soil_type_2018_11,b1plot_size_2015_11,b1plot_size_2018_11,b1plot_status_2018_11,b1operation_stat_2018_11,b1landname_new_11,b1plot_type_2018_12,b1soil_type_2018_12,b1plot_size_2015_12,b1plot_size_2018_12,b1plot_status_2018_12,b1operation_stat_2018_12,b1landname_new_12,b1plot_type_2018_13,b1soil_type_2018_13,b1plot_size_2015_13,b1plot_size_2018_13,b1plot_status_2018_13,b1operation_stat_2018_13,b1landname_new_13,b1plot_type_2018_14,b1soil_type_2018_14,b1plot_size_2015_14,b1plot_size_2018_14,b1plot_status_2018_14,b1operation_stat_2018_14,b1landname_new_14,b1plot_type_2018_15,b1soil_type_2018_15,b1plot_size_2015_15,b1plot_size_2018_15,b1plot_status_2018_15,b1operation_stat_2018_15,b1landname_new_15,b1plot_type_2018_16,b1soil_type_2018_16,b1plot_size_2015_16,b1plot_size_2018_16,b1plot_status_2018_16,b1operation_stat_2018_16,b1landname_new_16,b1plot_type_2018_17,b1soil_type_2018_17,b1plot_size_2015_17,b1plot_size_2018_17,b1plot_status_2018_17,b1operation_stat_2018_17,b1landname_new_17,b1plot_type_2018_18,b1soil_type_2018_18,b1plot_size_2015_18,b1plot_size_2018_18,b1plot_status_2018_18,b1operation_stat_2018_18,b1landname_new_18,b1plot_type_2018_19,b1soil_type_2018_19,b1plot_size_2015_19,b1plot_size_2018_19,b1plot_status_2018_19,b1operation_stat_2018_19,b1landname_new_19,b1plot_type_2018_20,b1soil_type_2018_20,b1plot_size_2015_20,b1plot_size_2018_20,b1plot_status_2018_20,b1operation_stat_2018_20,b1landname_new_20,b1plot_type_2018_21,b1soil_type_2018_21,b1plot_size_2015_21,b1plot_size_2018_21,b1plot_status_2018_21,b1operation_stat_2018_21,b1landname_new_21,b1plot_type_2018_22,b1soil_type_2018_22,b1plot_size_2015_22,b1plot_size_2018_22,b1plot_status_2018_22,b1operation_stat_2018_22,b1landname_new_22,b1plot_type_2018_23,b1soil_type_2018_23,b1plot_size_2015_23,b1plot_size_2018_23,b1plot_status_2018_23,b1operation_stat_2018_23,b1landname_new_23,b1plot_type_2018_24,b1soil_type_2018_24,b1plot_size_2015_24,b1plot_size_2018_24,b1plot_status_2018_24,b1operation_stat_2018_24,b1landname_new_24,b1plot_type_2018_25,b1soil_type_2018_25,b1plot_size_2015_25,b1plot_size_2018_25,b1plot_status_2018_25,b1operation_stat_2018_25,b1landname_new_25,b1plot_type_2018_26,b1soil_type_2018_26,b1plot_size_2015_26,b1plot_size_2018_26,b1plot_status_2018_26,b1operation_stat_2018_26,b1landname_new_26,b1plot_type_2018_27,b1soil_type_2018_27,b1plot_size_2015_27,b1plot_size_2018_27,b1plot_status_2018_27,b1operation_stat_2018_27,b1landname_new_27,b1plot_type_2018_28,b1soil_type_2018_28,b1plot_size_2015_28,b1plot_size_2018_28,b1plot_status_2018_28,b1operation_stat_2018_28,b1landname_new_28,b1plot_type_2018_29,b1soil_type_2018_29,b1plot_size_2015_29,b1plot_size_2018_29,b1plot_status_2018_29,b1operation_stat_2018_29,b1landname_new_29,b1plot_type_2018_30,b1soil_type_2018_30,b1plot_size_2015_30,b1plot_size_2018_30,b1plot_status_2018_30,b1operation_stat_2018_30,b1landname_new_30,b1plot_type_2018_31,b1soil_type_2018_31,b1plot_size_2015_31,b1plot_size_2018_31,b1plot_status_2018_31,b1operation_stat_2018_31,b1landname_new_31,b1plot_type_2018_32,b1soil_type_2018_32,b1plot_size_2015_32,b1plot_size_2018_32,b1plot_status_2018_32,b1operation_stat_2018_32,b1landname_new_32,b1plot_type_2018_33,b1soil_type_2018_33,b1plot_size_2015_33,b1plot_size_2018_33,b1plot_status_2018_33,b1operation_stat_2018_33,b1landname_new_33,b1plot_type_2018_34,b1soil_type_2018_34,b1plot_size_2015_34,b1plot_size_2018_34,b1plot_status_2018_34,b1operation_stat_2018_34,b1landname_new_34,b1plot_type_2018_35,b1soil_type_2018_35,b1plot_size_2015_35,b1plot_size_2018_35,b1plot_status_2018_35,b1operation_stat_2018_35,b1landname_new_35,b1n_plot_2018,b1plot_roster_count
1664,Homestead,Clay-loam,21,21,Plot is the same in both rounds,Fallow,Vosot vita(old land),Cultivable/arable land,Clay-loam,70,70,Plot is the same in both rounds,Rented/leased out/crop share,Dighirpar(old land),Cultivable/arable land,Clay-loam,31,31,Plot is the same in both rounds,Rented/leased out/crop share,Barir pashe(old land),Cultivable/arable land,Clay-loam,21,21,Plot is the same in both rounds,Rented/leased out/crop share,Purbe jomi(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4
1669,Homestead,Clay-loam,10,10,Plot is the same in both rounds,Fallow,Bosot vota(old land),Cultivable/arable land,,35,0,Mortgage out/ Rent,,Shahabuddiner jomi(old land),Cultivable/arable land,,35,0,Mortgage out/ Rent,,Shabuddiner jomi(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3
1671,Homestead,Clay-loam,55,55,Plot is the same in both rounds,Fallow,Bosot vita(old land),Derelict pond,Clay-loam,35,35,Plot is the same in both rounds,Fallow,Pukur(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2
1672,Homestead,Clay-loam,40,40,Plot is the same in both rounds,Fallow,Bosot vita(old land),Cultivable/arable land,Clay-loam,33,50,Others (specify),Rented/leased out/crop share,Raster pase(old land),Garden (wood/Friut),Clay-loam,0,7,Others (specify),Fallow,Bagan(old land),Cultivable Pond,Clay-loam,0,5,Others (specify),Own operated,Pukur(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4
1673.1,Homestead,Clay-loam,17.5,17.5,Plot is the same in both rounds,Fallow,Bosot vita(old land),Cultivable/arable land,Clay-loam,105,105,Plot is the same in both rounds,Rented/leased out/crop share,Baidar jomi(old land),Cultivable/arable land,Clay-loam,52,52,Plot is the same in both rounds,Rented/leased out/crop share,Baidar jomi(old land),Cultivable/arable land,Clay-loam,35,35,Plot is the same in both rounds,Rented/leased out/crop share,Barir kaser jomi(old land),Cultivable/arable land,Clay-loam,35,35,Plot is the same in both rounds,Rented/leased out/crop share,Barir kaser jomi(old land),Cultivable/arable land,Clay-loam,25,25,Plot is the same in both rounds,Rented/leased out/crop share,Barir kaser jomi(old land),Cultivable/arable land,Clay-loam,20,20,Plot is the same in both rounds,Rented/leased out/crop share,Barir kaser jomi(old land),Cultivable/arable land,Clay-loam,17,17,Plot is the same in both rounds,Rented/leased out/crop share,Barir kaser jomi(old land),Cultivable/arable land,Clay-loam,17,17,Plot is the same in both rounds,Rented/leased out/crop share,Barir kaser jomi(old land),Cultivable Pond,Clay-loam,17,17,Plot is the same in both rounds,Own operated,Pukur(old land),,,,,,,Mater jomi(new land in SPIA BIHS 2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,11
1673.2,Homestead,Clay-loam,17.5,17.5,Plot is the same in both rounds,Fallow,Bosot vita(old land),Cultivable/arable land,Clay-loam,105,105,Plot is the same in both rounds,Rented/leased out/crop share,Baider jomi(old land),Cultivable/arable land,Clay-loam,52,52,Plot is the same in both rounds,Rented/leased out/crop share,Baidar jomi(old land),Cultivable/arable land,Clay-loam,35,35,Plot is the same in both rounds,Rented/leased out/crop share,Barir kaser jomi(old land),Cultivable/arable land,Clay-loam,35,35,Plot is the same in both rounds,Rented/leased out/crop share,Barir kaser jomi(old land),Cultivable/arable land,Clay-loam,25,25,Plot is the same in both rounds,Rented/leased out/crop share,Barir kaser jomi(old land),Cultivable/arable land,Clay-loam,20,20,Plot is the same in both rounds,Rented/leased out/crop share,Barir kase jomi(old land),Cultivable/arable land,Clay-loam,17,17,Plot is the same in both rounds,Rented/leased out/crop share,Barir kaser jomi(old land),Cultivable/arable land,Clay-loam,17,17,Plot is the same in both rounds,Rented/leased out/crop share,Barir kase(old land),Cultivable Pond,Clay-loam,17,17,Plot is the same in both rounds,Own operated,Pukur(old land),,,,,,,Mater jomi(new land in SPIA BIHS 2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,11
1673.3,Homestead,Clay-loam,17.5,17.5,Plot is the same in both rounds,Fallow,Bosot vita(old land),Cultivable/arable land,Clay-loam,105,105,Plot is the same in both rounds,Rented/leased out/crop share,Baidar jomi(old land),Cultivable/arable land,Clay-loam,52,52,Plot is the same in both rounds,Rented/leased out/crop share,Baidar jomi(old land),Cultivable/arable land,Clay-loam,35,35,Plot is the same in both rounds,Rented/leased out/crop share,Barir kashe(old land),Cultivable/arable land,Clay-loam,35,35,Plot is the same in both rounds,Rented/leased out/crop share,Barir kashe(old land),Cultivable/arable land,Clay-loam,25,25,Plot is the same in both rounds,Rented/leased out/crop share,Barir kase(old land),Cultivable/arable land,Clay-loam,20,20,Plot is the same in both rounds,Rented/leased out/crop share,Barir kase(old land),Cultivable/arable land,Clay-loam,17,17,Plot is the same in both rounds,Rented/leased out/crop share,Barir kashe(old land),Cultivable/arable land,Clay-loam,17,17,Plot is the same in both rounds,Rented/leased out/crop share,Barir kase(old land),Cultivable Pond,Clay-loam,17,17,Plot is the same in both rounds,Own operated,Pukur(old land),,,,,,,Mater jomi(new land in SPIA BIHS 2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,11
1674,Homestead,Clay-loam,5,5,Plot is the same in both rounds,Fallow,Bosotvita(old land),Waste/non-arable land,Clay-loam,23,7,Inherited or Household Split,Fallow,Biler majhe(old land),,,,,,,Factory ar paser jomi(new land in SPIA BIHS 2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3
1675,Homestead,Clay-loam,5,5,Plot is the same in both rounds,Fallow,Bosot vita(old land),Cultivable/arable land,,123,0,Mortgage out/ Rent,,Biler jomi(old land),Cultivable/arable land,Clay-loam,0,70,New Mortgage,Rented/leased in/crop share,Humayuner jomi(old land),Cultivable/arable land,Clay-loam,0,45,New Mortgage,Rented/leased in/crop share,Mannaner jomi(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4
1677,Homestead,Clay-loam,17,17,Plot is the same in both rounds,Fallow,Bosotvita(old land),Cultivable/arable land,Clay-loam,52,52,Plot is the same in both rounds,Own operated,Bari kase(old land),Cultivable Pond,Clay-loam,52,6,Others (specify),Own operated,Bari pichone(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3
1678,Homestead,,7,0,Sold,,Bosot vita(old land),Homestead,Clay-loam,0,6,New Purchase,Fallow,Bosot vita(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2
1679.2,Homestead,Clay-loam,7,7,Plot is the same in both rounds,Fallow,Bosot vita(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1742,Homestead,Sandy-loam,4,4,Plot is the same in both rounds,Fallow,Basot Vita(old land),,,,,,,Dhokkin haor(new land in SPIA BIHS 2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
1752.1,Homestead,Clay-loam,10,21,Others (specify),Fallow,Basot vita(old land),Cultivable/arable land,Sandy,112,112,Plot is the same in both rounds,Own operated,Nowa bon boro(old land),Cultivable/arable land,Clay-loam,50,50,Plot is the same in both rounds,Own operated,Nowa bon purbo(old land),Cultivable/arable land,,0,0,Others (specify),,Aoi(old land),Cultivable/arable land,Clay-loam,50,50,Plot is the same in both rounds,Own operated,Sekher char(old land),Cultivable/arable land,,0,0,Others (specify),,Kash jomi(old land),Only for seed bed),,20,0,Sold,,Sekher char(old land),,,,,,,Sekher char(new land in SPIA BIHS 2024),,,,,,,Noya bon(new land in SPIA BIHS 2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9
1752.2,Homestead,Clay-loam,10,21,Others (specify),Fallow,Basot Vita(old land),Cultivable/arable land,Sandy,112,112,Plot is the same in both rounds,Own operated,Nowa bon boro(old land),Cultivable/arable land,Clay-loam,50,50,Plot is the same in both rounds,Own operated,Nowa bon purbo(old land),Cultivable/arable land,,0,0,Others (specify),,Aoi(old land),Cultivable/arable land,Clay-loam,50,50,Plot is the same in both rounds,Own operated,Sekher char(old land),Cultivable/arable land,,0,0,Others (specify),,Khas jomi(old land),Only for seed bed),,20,0,Sold,,Sheker char(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7
1754,Homestead,Clay-loam,5,5,Plot is the same in both rounds,Fallow,Basot vita(old land),Cultivable/arable land,Sandy-loam,84,84,Plot is the same in both rounds,Own operated,Aoi(old land),Cultivable/arable land,Sandy-loam,90,90,Plot is the same in both rounds,Rented out for certain amount ofcrops,Mirjapur(old land),Cultivable/arable land,,56,0,Mortgage out/ Rent,,Irjapur hat(old land),Cultivable/arable land,,0,0,Others (specify),,Fote pur(old land),Cultivable/arable land,,168,0,Mortgage out/ Rent,,Mamar jomi(old land),Cultivable/arable land,,56,0,Mortgage out/ Rent,,Aoi mouja(old land),Cultivable/arable land,,28,0,Mortgage out/ Rent,,Mirjapur(old land),Cultivable/arable land,,112,0,Mortgage out/ Rent,,Haita(old land),,,,,,,Mayer jomi(new land in SPIA BIHS 2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10
1755,Homestead,Sandy-loam,8,8,Plot is the same in both rounds,Fallow,Basot vita(old land),Derelict pond,Clay,6,6,Plot is the same in both rounds,Fallow,Pukur(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2
1762,Homestead,Clay-loam,20,20,Plot is the same in both rounds,Fallow,Basot vita(old land),Cultivable/arable land,Clay-loam,20,20,Plot is the same in both rounds,Mortgaged in,Alu khet(old land),Cultivable/arable land,Clay-loam,13,13,Plot is the same in both rounds,Mortgaged in,Uri khet(old land),Cultivable/arable land,Clay-loam,25,25,Plot is the same in both rounds,Own operated,Dhaner jomi(old land),Cultivable/arable land,Clay-loam,24,24,Plot is the same in both rounds,Mortgaged in,Douner(old land),Cultivable/arable land,Clay-loam,0,66,New Mortgage,Mortgaged in,Dhani jomi(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6
1765,Homestead,Sandy-loam,5,5,Plot is the same in both rounds,Fallow,Basot Vita(old land),Other residential/commercial plot,Sandy-loam,16,16,Plot is the same in both rounds,Fallow,Mukam tila(old land),Cultivable Pond,Clay,2,2,Plot is the same in both rounds,Own operated,Doba tila(old land),,,,,,,Pukur(new land in SPIA BIHS 2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4
1774,Homestead,Clay-loam,8,8,Plot is the same in both rounds,Fallow,Basot vita(old land),Cultivable/arable land,,0,0,Others (specify),,Kali bari(old land),Cultivable/arable land,,0,0,Others (specify),,Dhaner jomi(old land),Cultivable/arable land,,0,0,Others (specify),,Alur jomi(old land),Cultivable/arable land,,0,0,Others (specify),,Barmir(old land),Cultivable/arable land,,0,0,Others (specify),,Durga dila(old land),Cultivable/arable land,,0,0,Others (specify),,Dhaber jomi(old land),Cultivable/arable land,,0,0,Others (specify),,Dhaner jomi(old land),Cultivable/arable land,Clay-loam,80,80,Plot is the same in both rounds,Own operated,Dhaner jomi(old land),Cultivable/arable land,Clay-loam,100,100,Plot is the same in both rounds,Rented/leased in/crop share,Dhaner jomi(old land),,,,,,,Alur jomi(new land in SPIA BIHS 2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,11
1776,Homestead,Clay-loam,4,4,Plot is the same in both rounds,Fallow,Basot Vita(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
1786,Homestead,Loam,3,5,New Purchase,Fallow,Bosotvita(old land),Cultivable/arable land,,90,0,Mortgage out/ Rent,,Boro jomi(old land),Cultivable/arable land,,45,0,Mortgage out/ Rent,,Poschim mather jomi(old land),Cultivable/arable land,,45,0,Mortgage out/ Rent,,Poschimer jomi(old land),Only for seed bed),,4,0,Mortgage out/ Rent,,Bijtolar jomi(old land),Cultivable/arable land,Clay-loam,0,140,New Mortgage,Rented/leased in/crop share,Poschimer jomi(old land),Cultivable/arable land,Clay-loam,0,56,New Mortgage,Rented/leased in/crop share,Poschimer jomi(old land),Only for seed bed),Clay-loam,0,7,New Mortgage,Rented/leased in/ for cash,Bijtola(old land),,,,,,,Poschimer pase jomi(new land in SPIA BIHS 2024),,,,,,,Mosjider pase(new land in SPIA BIHS 2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10
1795,Homestead,Clay-loam,3,3,Plot is the same in both rounds,Fallow,Bosotvita(old land),Cultivable/arable land,Clay-loam,56,84,New Mortgage,Mortgaged in,Gulbon 1(old land),Cultivable/arable land,Clay-loam,28,168,New Mortgage,Mortgaged in,Poschimer jomi(old land),Homestead,,14,0,Mortgage out/ Rent,,Gulbon 11(old land),Only for seed bed),Clay-loam,5,4,Others (specify),Rented/leased in/ for cash,Bijer jomi(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
1796,Homestead,Clay-loam,2,2,Plot is the same in both rounds,Fallow,Bosotvita robidas vari(old land),Cultivable/arable land,Clay-loam,50,50,Plot is the same in both rounds,Mortgage out,Sorkarer mouza(old land),Cultivable/arable land,,168,0,Mortgage out/ Rent,,Sarkarer mouza(old land),Cultivable/arable land,Clay-loam,10,56,New Mortgage,Rented/leased in/crop share,Poschim bon(old land),Cultivable/arable land,,48,0,Mortgage out/ Rent,,Purbe bon(old land),Only for seed bed),,14,0,Mortgage out/ Rent,,Purber bon(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6
